Age	Attrition	BusinessTravel	Department	DistanceFromHome	Education	EnvironmentSatisfaction	JobRole	MonthlyIncome	OverTime	PerformanceRating	TotalWorkingYears	YearsAtCompany
37	No	Travel_Rarely	Sales	9	2	2	Sales Executive	4189	No	3	5	5
46	No	Travel_Rarely	Research & Development	2	4	3	Research Director	19328	Yes	3	24	2
36	No	Travel_Rarely	Research & Development	10	3	4	Healthcare Representative	8321	Yes	3	15	12
44	Yes	Travel_Frequently	Research & Development	1	2	3	Research Scientist	2342	Yes	3	6	5
37	No	Travel_Rarely	Human Resources	8	2	3	Human Resources	4071	No	3	19	10
35	Yes	Travel_Rarely	Sales	27	3	3	Sales Executive	5813	Yes	3	10	10
33	No	Travel_Rarely	Research & Development	8	4	4	Research Scientist	3143	No	3	14	10
28	No	Travel_Rarely	Research & Development	1	3	3	Research Scientist	2044	No	3	5	5
39	No	Travel_Rarely	Research & Development	10	1	3	Research Director	13464	No	4	9	4
46	No	Non-Travel	Sales	26	2	2	Sales Executive	7991	No	3	6	2
40	No	Travel_Rarely	Research & Development	2	2	3	Laboratory Technician	3377	No	3	7	4
42	No	Travel_Rarely	Research & Development	13	3	2	Healthcare Representative	5538	No	3	10	0
35	No	Non-Travel	Research & Development	2	2	2	Manufacturing Director	5762	No	3	15	7
38	No	Non-Travel	Human Resources	2	3	1	Human Resources	2592	No	3	13	11
34	Yes	Travel_Frequently	Research & Development	9	4	4	Laboratory Technician	5346	No	3	11	7
37	Yes	Travel_Rarely	Research & Development	10	4	4	Manufacturing Director	4213	No	3	10	10
39	No	Travel_Frequently	Sales	20	3	3	Sales Executive	4127	No	3	7	2
43	No	Non-Travel	Research & Development	9	3	1	Research Scientist	2438	No	3	7	3
41	No	Travel_Rarely	Research & Development	5	3	2	Healthcare Representative	6870	No	3	11	3
41	No	Travel_Rarely	Sales	4	1	3	Sales Executive	10447	Yes	3	23	22
30	No	Travel_Rarely	Research & Development	10	3	1	Manufacturing Director	9667	No	3	9	7
26	Yes	Travel_Rarely	Human Resources	20	2	4	Human Resources	2148	Yes	3	6	5
46	Yes	Travel_Rarely	Research & Development	21	2	4	Healthcare Representative	8926	No	4	13	9
40	No	Travel_Rarely	Research & Development	1	3	3	Healthcare Representative	6513	No	3	12	5
34	No	Travel_Rarely	Sales	8	2	2	Sales Executive	6799	No	4	10	10
58	No	Non-Travel	Sales	2	3	2	Manager	16291	No	4	37	16
35	No	Travel_Rarely	Research & Development	23	4	2	Laboratory Technician	2705	No	3	6	5
47	No	Travel_Rarely	Research & Development	4	3	3	Manufacturing Director	10333	Yes	3	28	22
40	No	Travel_Rarely	Research & Development	12	3	2	Healthcare Representative	4448	No	3	15	7
54	No	Travel_Rarely	Research & Development	7	4	4	Research Scientist	6854	No	3	14	7
31	No	Travel_Frequently	Sales	7	4	1	Sales Executive	9637	No	3	9	3
28	No	Travel_Rarely	Research & Development	1	3	3	Research Scientist	3591	No	4	3	3
38	No	Travel_Rarely	Sales	2	4	2	Sales Representative	5405	Yes	4	20	4
26	No	Travel_Rarely	Sales	10	3	3	Sales Executive	4684	No	3	5	5
58	No	Travel_Frequently	Research & Development	15	4	1	Research Director	15787	Yes	3	23	2
18	No	Non-Travel	Research & Development	14	3	2	Research Scientist	1514	No	3	0	0
31	Yes	Travel_Rarely	Human Resources	18	5	4	Human Resources	2956	No	3	2	1
29	Yes	Travel_Rarely	Human Resources	13	3	1	Human Resources	2335	Yes	3	4	2
45	No	Non-Travel	Sales	2	4	3	Sales Executive	5154	No	4	10	8
36	No	Travel_Rarely	Research & Development	2	4	4	Research Scientist	6962	Yes	4	15	1
43	No	Travel_Frequently	Sales	2	4	1	Sales Executive	5675	No	4	7	7
27	No	Travel_Frequently	Research & Development	5	2	4	Laboratory Technician	2379	Yes	3	6	5
29	No	Travel_Frequently	Research & Development	20	1	4	Laboratory Technician	3812	No	3	11	11
32	No	Travel_Frequently	Sales	10	4	4	Sales Executive	4648	No	3	4	0
42	No	Non-Travel	Research & Development	10	4	3	Research Scientist	2936	No	4	10	6
47	No	Travel_Rarely	Research & Development	9	4	2	Laboratory Technician	2105	No	3	7	2
46	No	Travel_Rarely	Research & Development	2	2	4	Manufacturing Director	8578	No	3	12	9
28	No	Non-Travel	Human Resources	1	2	3	Human Resources	2706	No	3	3	3
29	No	Travel_Rarely	Research & Development	29	1	4	Healthcare Representative	6384	No	3	11	7
42	No	Travel_Rarely	Research & Development	8	3	4	Laboratory Technician	3968	No	3	8	0
32	Yes	Travel_Rarely	Sales	2	4	3	Sales Executive	9907	Yes	3	7	2
46	No	Travel_Rarely	Sales	3	3	1	Sales Executive	13225	No	3	25	19
27	No	Travel_Rarely	Sales	23	1	2	Sales Representative	3540	No	4	9	9
29	No	Travel_Rarely	Human Resources	6	1	4	Human Resources	2804	No	3	1	1
43	No	Travel_Rarely	Research & Development	6	3	1	Manager	19392	No	3	21	16
48	No	Travel_Rarely	Research & Development	10	3	4	Research Director	19665	No	3	29	22
29	Yes	Travel_Frequently	Research & Development	24	2	4	Research Scientist	2439	Yes	4	1	1
46	Yes	Travel_Rarely	Sales	10	3	3	Sales Executive	7314	No	4	14	8
27	No	Travel_Frequently	Research & Development	15	3	4	Research Scientist	4774	No	3	8	7
39	No	Travel_Rarely	Research & Development	19	4	4	Research Scientist	3902	No	3	7	2
55	No	Travel_Rarely	Research & Development	2	4	2	Research Scientist	2662	No	4	19	5
28	No	Travel_Rarely	Sales	3	3	2	Sales Representative	2856	No	3	1	1
30	Yes	Travel_Rarely	Sales	9	3	2	Sales Representative	1081	No	3	1	1
22	Yes	Travel_Rarely	Research & Development	7	1	4	Research Scientist	2472	Yes	4	1	1
36	No	Travel_Rarely	Sales	10	4	2	Sales Executive	5673	Yes	3	10	10
31	No	Travel_Rarely	Research & Development	20	3	2	Laboratory Technician	4197	No	3	10	10
34	No	Travel_Rarely	Sales	4	3	3	Sales Executive	9713	Yes	3	9	5
29	No	Travel_Rarely	Research & Development	7	3	4	Laboratory Technician	2062	No	3	11	3
37	No	Travel_Rarely	Research & Development	7	4	4	Research Scientist	4284	Yes	4	16	5
35	No	Travel_Rarely	Research & Development	16	2	4	Manufacturing Director	4788	Yes	3	4	3
45	No	Travel_Rarely	Research & Development	25	2	2	Manufacturing Director	5906	No	3	10	9
36	No	Travel_Frequently	Human Resources	2	1	2	Human Resources	3886	No	4	10	10
40	No	Travel_Rarely	Research & Development	1	4	1	Manager	16823	No	3	22	19
26	No	Travel_Rarely	Research & Development	1	2	2	Research Scientist	2933	Yes	3	1	1
27	No	Travel_Rarely	Sales	2	2	1	Sales Executive	6500	No	3	9	8
48	No	Travel_Frequently	Research & Development	22	3	4	Manager	17174	No	3	24	22
44	No	Travel_Rarely	Research & Development	1	4	2	Healthcare Representative	5033	No	3	10	2
34	Yes	Non-Travel	Research & Development	16	4	4	Research Scientist	2307	Yes	4	5	5
56	Yes	Travel_Rarely	Research & Development	24	2	1	Laboratory Technician	2587	No	3	5	4
36	No	Travel_Rarely	Sales	17	2	3	Sales Executive	5507	No	3	12	4
41	No	Travel_Rarely	Sales	8	3	3	Sales Executive	4393	No	4	14	5
42	No	Travel_Rarely	Research & Development	6	3	3	Research Director	13348	No	3	18	13
31	No	Travel_Rarely	Sales	10	2	3	Sales Executive	6583	Yes	3	8	5
34	No	Travel_Rarely	Sales	3	1	4	Sales Executive	8103	Yes	3	9	4
31	No	Travel_Rarely	Research & Development	4	3	1	Laboratory Technician	3978	No	3	4	2
26	No	Travel_Frequently	Research & Development	6	3	3	Laboratory Technician	2544	No	3	8	7
45	No	Travel_Frequently	Research & Development	1	4	2	Healthcare Representative	5399	No	3	12	4
33	No	Travel_Rarely	Sales	10	4	2	Sales Executive	5487	No	3	10	10
28	No	Travel_Frequently	Sales	1	2	3	Sales Executive	6834	Yes	3	7	7
29	Yes	Travel_Frequently	Sales	24	3	3	Sales Representative	1091	No	3	1	1
39	No	Non-Travel	Sales	21	4	1	Sales Executive	5736	No	3	10	3
27	No	Travel_Rarely	Research & Development	2	4	2	Research Scientist	2226	No	3	6	5
34	No	Travel_Frequently	Research & Development	22	4	3	Research Scientist	5747	Yes	3	16	15
28	Yes	Travel_Rarely	Sales	13	2	4	Sales Executive	9854	Yes	3	6	2
47	No	Non-Travel	Research & Development	14	4	3	Research Scientist	5467	No	3	16	8
56	No	Travel_Rarely	Sales	11	5	4	Sales Executive	5380	No	3	6	0
39	No	Travel_Rarely	Research & Development	9	2	1	Manufacturing Director	5151	No	4	10	10
38	No	Travel_Frequently	Research & Development	8	3	4	Research Scientist	2133	Yes	3	20	20
58	No	Travel_Rarely	Sales	21	3	4	Manager	17875	Yes	3	29	1
32	Yes	Travel_Frequently	Research & Development	5	2	1	Research Scientist	2432	Yes	3	8	4
38	No	Travel_Rarely	Research & Development	9	2	2	Research Scientist	4771	No	3	10	5
49	No	Travel_Frequently	Research & Development	2	1	2	Research Director	19161	No	3	28	5
42	No	Travel_Rarely	Sales	12	4	2	Sales Executive	5087	Yes	3	14	0
27	Yes	Travel_Frequently	Human Resources	22	3	1	Human Resources	2863	No	3	1	1
35	No	Travel_Rarely	Sales	18	4	2	Sales Executive	5561	No	3	6	5
28	No	Non-Travel	Research & Development	16	3	3	Research Scientist	2144	No	3	5	5
31	No	Non-Travel	Research & Development	3	2	3	Research Scientist	3065	Yes	3	4	4
36	No	Non-Travel	Research & Development	9	4	1	Laboratory Technician	2810	No	4	5	5
34	No	Travel_Rarely	Sales	1	3	1	Sales Executive	9888	No	4	14	14
34	No	Travel_Rarely	Sales	13	4	4	Sales Executive	8628	No	3	9	8
26	No	Travel_Rarely	Research & Development	1	3	3	Laboratory Technician	2867	No	3	8	7
29	No	Travel_Rarely	Research & Development	1	3	1	Healthcare Representative	5373	No	3	6	5
32	No	Non-Travel	Research & Development	15	4	3	Healthcare Representative	6667	No	3	9	5
31	No	Travel_Frequently	Research & Development	1	3	4	Research Scientist	5003	No	4	10	10
28	Yes	Travel_Rarely	Research & Development	17	3	3	Laboratory Technician	2367	No	3	6	4
38	No	Travel_Rarely	Sales	1	3	1	Sales Representative	2858	No	3	20	1
35	No	Travel_Rarely	Sales	7	4	3	Sales Executive	5204	Yes	3	10	10
27	No	Travel_Rarely	Sales	9	3	4	Sales Executive	4105	No	3	7	7
32	No	Travel_Rarely	Research & Development	5	4	4	Manufacturing Director	9679	No	4	8	1
31	Yes	Travel_Frequently	Sales	26	4	1	Sales Executive	5617	Yes	3	10	10
53	Yes	Travel_Rarely	Sales	24	4	1	Sales Executive	10448	Yes	3	15	2
54	No	Travel_Rarely	Research & Development	9	2	1	Research Scientist	2897	No	3	9	4
33	No	Travel_Frequently	Research & Development	7	2	4	Healthcare Representative	5968	No	4	9	9
43	No	Travel_Rarely	Research & Development	11	3	1	Healthcare Representative	7510	No	3	10	10
38	No	Travel_Frequently	Human Resources	1	4	4	Human Resources	2991	Yes	3	7	6
55	No	Travel_Rarely	Human Resources	26	4	3	Manager	19636	Yes	3	35	10
31	No	Travel_Rarely	Research & Development	2	1	4	Laboratory Technician	1129	Yes	3	1	1
39	No	Travel_Rarely	Sales	15	4	2	Sales Executive	13341	No	3	21	20
42	No	Non-Travel	Research & Development	23	2	4	Research Scientist	4332	No	3	20	20
31	No	Non-Travel	Research & Development	10	3	3	Research Director	11031	No	4	13	11
54	No	Travel_Rarely	Research & Development	10	3	3	Manufacturing Director	4440	Yes	3	9	5
24	No	Travel_Rarely	Research & Development	1	2	2	Healthcare Representative	4617	No	3	4	4
23	No	Travel_Rarely	Research & Development	12	2	4	Laboratory Technician	2647	No	3	5	5
40	No	Travel_Frequently	Research & Development	11	3	4	Laboratory Technician	6323	No	3	10	10
40	No	Travel_Rarely	Sales	2	2	2	Sales Executive	5677	No	3	15	11
25	No	Travel_Rarely	Human Resources	2	3	3	Human Resources	2187	No	3	6	2
30	No	Travel_Rarely	Research & Development	1	2	4	Laboratory Technician	3748	No	3	12	12
25	No	Travel_Rarely	Research & Development	2	1	4	Laboratory Technician	3977	Yes	3	7	2
47	No	Travel_Rarely	Research & Development	25	3	1	Healthcare Representative	8633	No	4	25	17
33	No	Non-Travel	Research & Development	1	2	2	Laboratory Technician	2008	No	3	1	1
38	No	Travel_Rarely	Sales	1	4	4	Sales Executive	4440	No	3	16	15
31	No	Travel_Rarely	Sales	2	2	1	Sales Representative	3067	No	3	3	2
38	No	Travel_Frequently	Research & Development	6	4	1	Manufacturing Director	5321	No	3	10	8
42	No	Travel_Rarely	Research & Development	18	4	4	Research Scientist	5410	Yes	3	9	4
41	No	Travel_Rarely	Research & Development	1	3	4	Research Scientist	2782	No	4	12	5
47	No	Non-Travel	Research & Development	1	1	3	Research Director	11957	No	3	14	13
35	No	Travel_Rarely	Research & Development	11	4	4	Laboratory Technician	2660	Yes	3	5	2
22	No	Travel_Rarely	Research & Development	1	2	4	Research Scientist	3375	No	3	4	3
35	No	Travel_Rarely	Research & Development	9	4	2	Research Scientist	5098	No	3	10	10
33	No	Travel_Rarely	Research & Development	15	2	2	Healthcare Representative	4878	Yes	3	10	9
32	No	Travel_Rarely	Research & Development	29	4	3	Laboratory Technician	2837	No	3	6	6
40	No	Travel_Rarely	Research & Development	1	4	1	Laboratory Technician	2406	No	3	8	1
32	No	Travel_Rarely	Sales	1	4	2	Sales Representative	2269	No	3	3	2
39	No	Travel_Rarely	Research & Development	24	1	1	Research Scientist	4108	No	3	18	7
38	No	Travel_Rarely	Research & Development	10	3	2	Research Director	13206	No	3	20	18
32	No	Travel_Rarely	Sales	1	4	3	Sales Executive	10422	No	3	14	14
37	No	Travel_Rarely	Research & Development	10	3	3	Research Director	13744	Yes	4	16	16
25	No	Travel_Rarely	Sales	8	2	1	Sales Executive	4907	Yes	4	6	5
52	No	Non-Travel	Sales	29	4	1	Sales Representative	3482	No	3	16	9
44	No	Travel_Rarely	Research & Development	1	3	2	Research Scientist	2436	Yes	3	6	4
21	No	Travel_Rarely	Sales	5	1	3	Sales Representative	2380	Yes	3	2	2
39	No	Non-Travel	Research & Development	9	3	4	Manager	19431	No	3	21	6
23	Yes	Travel_Frequently	Sales	9	3	4	Sales Representative	1790	No	3	1	1
36	No	Travel_Rarely	Sales	3	3	1	Sales Executive	7644	No	3	10	9
36	No	Travel_Frequently	Research & Development	4	2	4	Manufacturing Director	5131	No	3	18	4
56	No	Non-Travel	Research & Development	1	4	3	Healthcare Representative	6306	No	4	13	13
29	Yes	Travel_Rarely	Research & Development	1	4	1	Research Scientist	4787	Yes	3	4	2
42	No	Travel_Rarely	Research & Development	2	3	1	Manager	18880	No	3	24	22
56	Yes	Travel_Rarely	Research & Development	7	2	4	Laboratory Technician	2339	No	3	14	10
41	No	Travel_Rarely	Research & Development	28	4	1	Manufacturing Director	13570	No	4	21	20
34	No	Travel_Rarely	Sales	28	3	4	Sales Executive	6712	No	4	8	8
36	No	Non-Travel	Sales	15	4	4	Sales Executive	5406	No	4	15	15
41	No	Travel_Rarely	Sales	3	3	3	Sales Executive	8938	No	3	14	5
32	No	Travel_Rarely	Research & Development	2	3	4	Research Scientist	2439	No	3	4	4
35	No	Travel_Rarely	Human Resources	26	4	3	Human Resources	8837	Yes	3	9	9
38	No	Travel_Rarely	Sales	10	2	1	Sales Executive	5343	No	3	10	10
50	Yes	Travel_Frequently	Sales	1	4	2	Sales Executive	6728	No	3	12	6
36	No	Travel_Rarely	Sales	11	4	2	Sales Executive	6652	No	3	8	6
45	No	Travel_Rarely	Sales	20	3	4	Sales Executive	4850	No	3	8	5
40	No	Travel_Rarely	Research & Development	2	4	3	Research Scientist	2809	No	3	8	2
35	No	Travel_Frequently	Research & Development	18	4	3	Healthcare Representative	5689	Yes	3	10	10
40	No	Travel_Rarely	Research & Development	2	4	3	Research Scientist	2001	No	3	20	5
35	No	Travel_Rarely	Research & Development	1	4	3	Research Scientist	2977	No	3	4	4
29	No	Travel_Rarely	Research & Development	13	2	4	Laboratory Technician	4025	Yes	3	10	4
29	No	Travel_Rarely	Research & Development	28	4	4	Research Scientist	3785	No	3	5	5
50	Yes	Travel_Rarely	Sales	28	3	4	Sales Executive	10854	Yes	3	20	3
39	No	Travel_Rarely	Sales	24	1	2	Sales Executive	12031	No	3	21	20
31	No	Non-Travel	Research & Development	5	3	2	Manufacturing Director	9936	No	3	10	9
26	No	Travel_Rarely	Sales	5	3	4	Sales Representative	2966	No	3	5	4
36	No	Travel_Frequently	Research & Development	23	2	3	Laboratory Technician	2571	No	3	17	5
39	No	Travel_Rarely	Research & Development	6	1	4	Healthcare Representative	9991	No	3	9	7
27	No	Travel_Rarely	Research & Development	4	3	2	Manufacturing Director	6142	Yes	4	6	6
49	No	Travel_Frequently	Sales	2	3	4	Sales Executive	5390	No	3	17	9
34	No	Travel_Rarely	Research & Development	8	3	2	Laboratory Technician	4404	No	3	6	4
